ID,NAME,PROVINCE,LATITUDE,LONGITUDE,ELEVATION,HOURLY_FIRST_DAY, HOURLY_LAST_DAY, DAILY_FIRST_DAY, DAILY_LAST_DAY,MONTHLY_FIRST_DAY, MONTHLY_LAST_DAY
3132,NEIDPATH,SASK,50.2166666666667,-107.1,777.2,null,null,1973-05-01,1985-09-30,1973-01-01,1985-12-01
3243,NEILBURG,SASK,52.8,-109.6,668.1,null,null,1983-09-01,1991-08-31,1983-01-01,1991-11-01
6415,NEILS HARBOUR,NS,46.8166666666667,-60.3166666666667,22.9,null,null,1974-02-01,1974-02-28,1974-01-01,1974-12-01
6415,NEILS HARBOUR,NS,46.8166666666667,-60.3166666666667,22.9,null,null,1974-02-01,1974-02-28,1974-01-01,1974-12-01
43580,NEIR AGDM,ALTA,51.3694444444444,-114.099166666667,1145,2005-02-25,2013-12-30,2005-02-25,2013-12-30,2005-04-01,2007-11-01
1135,NELSON,BC,49.4833333333333,-117.35,539.5,null,null,1904-01-01,1955-10-31,1904-01-01,1955-12-01
1140,NELSON 2,BC,49.5,-117.283333333333,603.5,null,null,1955-11-01,1982-12-31,1955-01-01,1982-12-01
1139,NELSON 3,BC,49.5166666666667,-117.283333333333,552,null,null,1989-06-01,1989-11-30,1989-01-01,1989-12-01
1136,NELSON CITY HALL,BC,49.4833333333333,-117.35,551.7,null,null,1956-07-01,1956-08-31,1956-01-01,1956-12-01
6839,NELSON CS,BC,49.4913888888889,-117.305277777778,534.9,1994-02-01,2013-12-30,1992-11-01,2013-12-30,1992-01-01,2006-10-01
321,NELSON ISLAND,BC,49.7,-124.083333333333,15.2,null,null,1964-12-01,1970-11-30,1965-01-01,1970-12-01
1137,NELSON NE,BC,49.5861111111111,-117.206388888889,570,null,null,1983-01-01,2013-12-29,1983-01-01,2007-02-01
1138,NELSON NOTRE DAME U,BC,49.5,-117.266666666667,627.9,null,null,1965-07-01,1966-03-31,1965-01-01,1966-12-01
1095,NELSON RIXEN CREEK,BC,49.5122222222222,-117.398888888889,760,null,null,1990-07-01,2013-12-29,1990-01-01,2007-02-01
1141,NELSON VOCATIONAL SCHOOL,BC,49.4833333333333,-117.3,678.5,null,null,1972-08-01,1978-01-31,1972-01-01,1978-12-01
531,NEMAIA VALLEY CHILKO LK,BC,51.4166666666667,-124.066666666667,1216.2,null,null,1974-09-01,1979-08-31,1974-01-01,1979-12-01
6057,NEMISCAU,QUE,51.3166666666667,-77.0166666666667,231.3,null,null,1964-12-01,1972-02-29,1964-01-01,1972-12-01
8676,NEMISCAU A,QUE,51.7,-76.1166666666667,244.5,1994-02-01,2013-12-30,null,null,null,null
6213,NEPISIGUIT FALLS,NB,47.4,-65.7833333333333,106.1,null,null,1922-06-01,2006-02-28,1922-01-01,2006-02-01
2974,NEUDORF,SASK,50.7166666666667,-103.516666666667,605.6,null,null,1986-10-01,1989-12-31,1986-01-01,1989-12-01
5246,NEUFCHATEL,QUE,46.85,-71.3666666666667,91.4,null,null,1973-07-01,1977-08-31,1973-01-01,1977-12-01
1937,NEUTRAL VALLEY,ALTA,52.1333333333333,-110.883333333333,758,null,null,1989-12-01,1995-07-31,1989-01-01,1995-07-01
3133,NEVILLE,SASK,49.9666666666667,-107.583333333333,853.4,null,null,1973-05-01,1973-07-31,1973-01-01,1973-12-01
1938,NEW BRIGDEN,ALTA,51.7166666666667,-110.5,731.5,null,null,1970-05-01,1972-07-31,1970-01-01,1972-12-01
1939,NEW BRIGDEN EAST,ALTA,51.6833333333333,-110.266666666667,695,null,null,1984-07-01,2003-02-28,1984-01-01,2003-02-01
5819,NEW CARLISLE,QUE,48.0333333333333,-65.2666666666667,45,null,null,1963-01-01,1994-05-31,1963-01-01,1994-12-01
10898,NEW CARLISLE 1,QUE,48.0119444444444,-65.3316666666667,46.4,1994-02-01,2013-12-30,1993-11-12,2013-12-30,null,null
6680,NEW CHELSEA,NFLD,48.0333333333333,-53.2166666666667,9,null,null,1961-07-01,1991-09-30,1961-01-01,1991-11-01
1142,NEW DENVER,BC,49.995835,-117.370285,568,null,null,1924-01-01,2013-12-29,1924-01-01,2007-02-01
6416,NEW GERMANY,NS,44.55,-64.7,78.6,null,null,1952-05-01,1960-03-31,1952-01-01,1960-12-01
4656,NEW GLASGOW,ONT,42.5144616666667,-81.6361366666667,198.1,null,null,1957-07-01,2013-12-29,1957-01-01,2006-12-01
6537,NEW GLASGOW,PEI,46.4089111111111,-63.3502888888889,6.1,null,null,1971-10-01,2013-12-04,1971-01-01,2006-02-01
6417,NEW GLASGOW TRENTON,NS,45.6166666666667,-62.6166666666667,93.3,null,null,1945-07-01,1950-12-31,1945-01-01,1950-12-01
6418,NEW GRAFTON,NS,44.4166666666667,-65.1833333333333,0,null,null,1950-02-01,1967-09-30,1950-01-01,1967-12-01
484,NEW HAZELTON,BC,55.2333333333333,-127.6,313.9,null,null,1914-08-01,1976-08-31,1914-01-01,1976-12-01
1580,NEW IMPERIAL,YT,60.6333333333333,-135.083333333333,800.1,null,null,1968-04-01,1969-04-30,1968-01-01,1969-12-01
4170,NEW LISKEARD,ONT,47.5,-79.6666666666667,194.2,null,null,1923-10-01,1984-05-31,1923-01-01,1984-12-01
5425,NEW MEXICO,QUE,45.35,-71.4833333333333,0,null,null,1973-01-01,1975-11-30,1973-01-01,1975-12-01
5820,NEW RICHMOND,QUE,48.1666666666667,-65.8,47,null,null,1964-07-01,1991-01-31,1964-01-01,1991-11-01
46911,NEW SEREPTA AGCM,ALTA,53.2622247222222,-113.165001666667,765,2008-01-09,2013-12-30,2007-09-01,2013-12-30,2007-09-01,2007-11-01
814,NEW WESTM QUEENS PARK,BC,49.2166666666667,-122.916666666667,100.6,null,null,1958-05-01,1958-12-31,1958-01-01,1958-12-01
812,NEW WESTMINSTER,BC,49.2166666666667,-122.933333333333,118.9,null,null,1874-09-01,1966-06-30,1874-01-01,1966-12-01
813,NEW WESTMINSTER BC PEN,BC,49.2166666666667,-122.9,18.3,null,null,1960-07-01,1980-01-31,1960-01-01,1980-12-01
815,NEW WESTMINSTER WEST,BC,49.2166666666667,-122.933333333333,83.8,null,null,1960-01-01,1971-09-30,1960-01-01,1971-12-01
1940,NEWBROOK,ALTA,54.3166666666667,-112.95,670.6,null,null,1954-06-01,1979-10-31,1954-01-01,1979-12-01
1941,NEWBROOK NORTH,ALTA,54.4166666666667,-112.8,701,null,null,1970-05-01,1972-02-29,1970-01-01,1972-12-01
4578,NEWBURY,ONT,42.7166666666667,-81.85,205.7,null,null,1980-11-01,1987-12-31,1980-01-01,1987-12-01
6214,NEWCASTLE,NB,47,-65.5666666666667,15.2,null,null,1948-04-01,1959-10-31,1948-01-01,1959-12-01
1205,NEWGATE,BC,49.0166666666667,-115.15,708.7,null,null,1914-03-01,1960-07-31,1914-01-01,1960-12-01
4983,NEWMARKET,ONT,44.0666666666667,-79.4333333333333,281.9,null,null,1871-05-01,1967-11-30,1871-01-01,1967-12-01
4845,NEWMARKET 2,ONT,44.0333333333333,-79.4,292,null,null,1988-04-01,1988-09-30,1988-01-01,1988-12-01
27227,NEWMARKET 3,ONT,44.05,-79.4333333333333,240,null,null,1996-09-01,2002-09-30,1996-09-01,2002-09-01
4984,NEWMARKET CHERRYWOOD,ONT,44.0666666666667,-79.4666666666667,259.1,null,null,1972-03-01,1974-08-31,1972-01-01,1974-12-01
4985,NEWMARKET WPCP,ONT,44.0666666666667,-79.4333333333333,245,null,null,1984-07-01,1985-07-31,1984-01-01,1985-12-01
4805,NEWTON,ONT,43.5833333333333,-80.8833333333333,373.4,null,null,1965-06-01,1967-11-30,1965-01-01,1967-12-01
4724,NEWTON,ONT,43.5833333333333,-80.9,382,null,null,1986-11-01,2000-06-30,1986-01-01,2000-06-01
6539,NEWTOWN CROSS,PEI,46.1333333333333,-62.8333333333333,41.1,null,null,1984-08-01,1997-06-30,1984-01-01,1997-06-01
4657,NIAGARA FALLS,ONT,43.1333333333333,-79.0833333333333,182.9,null,null,1902-12-01,1995-12-31,1902-01-01,1995-12-01
4658,NIAGARA FALLS CHIPPAWA,ONT,43.0666666666667,-79.05,175,null,null,1988-08-01,1990-10-31,1988-01-01,1990-12-01
4659,NIAGARA FALLS NPCSH,ONT,43.1333333333333,-79.05,175.3,null,null,1980-06-01,2011-06-01,1980-01-01,2006-12-01
4660,NIAGARA FALLS ONT HYDRO,ONT,43.0833333333333,-79.0833333333333,198.1,null,null,1921-09-01,1972-02-29,1921-01-01,1972-12-01
4654,NIAGARA ON THE LAKE,ONT,43.25,-79.1333333333333,81.1,null,null,1983-05-01,1996-05-31,1983-01-01,1996-05-01
27206,NIAGARA ON THE LAKE GOLF,ONT,43.25,-79.0666666666667,255,null,null,1996-06-01,1997-09-30,1996-06-01,1997-09-01
1679,NICHOLSON PENINSULA,NWT,69.9333333333333,-128.966666666667,88.7,1973-08-09,1993-06-30,1957-07-01,2010-07-12,1957-01-01,1993-12-01
10846,NICHOLSON PENINSULA 1,NWT,69.9247222222222,-128.974166666667,90.7,1992-12-31,1993-04-27,1992-12-26,1993-02-04,null,null
1027,NICKLEN LAKE,BC,50.1333333333333,-119,1317,null,null,1990-07-01,1997-08-31,1990-01-01,1997-08-01
1029,NICOLA LAKE,BC,50.25,-120.45,633.1,null,null,1979-06-01,1985-02-28,1979-01-01,1985-12-01
1028,NICOLA LAKE,BC,50.15,-120.65,646.2,null,null,1878-01-01,1918-10-31,1878-01-01,1918-12-01
1030,NICOLA LAKE W END,BC,50.1666666666667,-120.633333333333,642,null,null,1984-12-01,1992-10-31,1984-01-01,1992-12-01
10732,NICOLET,QUE,46.2258333333333,-72.6572222222222,8,1994-02-01,2013-12-30,1993-08-31,2013-12-30,null,null
5426,NICOLET,QUE,46.2,-72.6166666666667,30.4,null,null,1913-08-01,2013-10-31,1913-01-01,2013-10-01
6215,NICTAU,NB,47.2333333333333,-67.15,169.7,null,null,1978-10-01,2001-05-31,1978-01-01,2001-05-01
27322,NILESTOWN,ONT,42.9833333333333,-81.0833333333333,265,null,null,1997-06-01,2001-10-31,1997-06-01,2001-10-01
532,NIMPO LAKE,BC,52.35,-125.133333333333,1085.1,null,null,1973-08-01,1973-09-30,1973-01-01,1973-12-01
533,NIMPO LAKE 2,BC,52.3333333333333,-125.15,1129.9,null,null,1980-11-01,1981-02-28,1980-01-01,1981-12-01
2759,NINA LAKE,ALTA,57.3166666666667,-117.2,453.2,null,null,1980-11-01,1998-04-30,1980-01-01,1998-04-01
6216,NINE MILE BRK (CAMP 68),NB,47.6833333333333,-68.1166666666667,426.7,null,null,1972-10-01,1981-01-31,1972-01-01,1981-12-01
3638,NINETTE,MAN,49.4,-99.6333333333333,416.7,null,null,1885-04-01,1978-03-31,1885-01-01,1978-12-01
3637,NINETTE 1 NW,MAN,49.4166666666667,-99.65,419.1,null,null,1976-11-01,1996-05-31,1976-01-01,1996-05-01
3636,NINETTE COLE,MAN,49.4,-99.6333333333333,419.1,null,null,1979-10-01,1979-10-31,1979-01-01,1979-12-01
3639,NINGA,MAN,49.2333333333333,-99.85,502.6,null,null,1910-10-01,1921-10-31,1910-01-01,1921-12-01
44103,NIPAWIN,SASK,53.3333333333333,-104.016666666667,371.9,2005-08-19,2010-04-08,2005-08-01,2013-11-27,2005-08-01,2007-09-01
48608,NIPAWIN,SASK,53.3325,-104.008333333333,371.9,2010-04-06,2013-12-30,2010-04-08,2013-12-30,null,null
10195,NIPAWIN,SASK,53.3333333333333,-104,371.9,1994-02-01,2013-12-30,1996-11-01,2013-12-30,1997-03-01,2007-10-01
3421,NIPAWIN 2,SASK,53.35,-104.016666666667,358.4,null,null,1927-04-01,1975-03-31,1927-01-01,1975-12-01
3420,NIPAWIN A,SASK,53.3333333333333,-104,371.9,1973-08-15,2005-08-30,1973-08-01,2005-09-30,1973-01-01,2005-09-01
27625,NIPAWIN AWOS,SASK,53.3322222222222,-104.003333333333,371.9,1998-09-18,2003-09-11,null,null,null,null
4031,NIPIGON,ONT,49,-88.25,184.4,null,null,1886-09-01,1922-12-31,1886-01-01,1922-12-01
45547,NIPISSING,ONT,46.1002866666667,-79.5205666666667,213.4,null,null,2006-11-01,2013-12-22,2006-11-01,2006-12-01
4478,NIPISSING,ONT,46.1333333333333,-79.5333333333333,0,null,null,1964-05-01,1966-08-31,1964-01-01,1966-12-01
6058,NITCHEQUON,QUE,53.2,-70.9,536.1,1953-01-01,1985-11-30,1942-09-01,1985-11-30,1942-01-01,1985-12-01
259,NITINAT LAKE,BC,48.75,-124.75,7.6,null,null,1924-01-01,1952-07-31,1924-01-01,1952-12-01
10184,NITINAT LAKE (AUT),BC,48.6666666666667,-124.833333333333,36.4,1994-02-01,2001-12-15,1992-12-01,2001-12-14,null,null
260,NITINAT RIVER HATCHERY,BC,48.8594444444444,-124.655277777778,14.9,null,null,1981-05-01,2013-04-21,1981-01-01,2007-02-01
2575,NITON JUNCTION CDA EPF,ALTA,53.6,-115.7,838.2,null,null,1967-06-01,1974-05-31,1967-01-01,1974-12-01
3640,NIVERVILLE,MAN,49.6,-97.05,236.8,null,null,1961-06-01,1992-01-31,1961-01-01,1992-12-01
2280,NOBLEFORD,ALTA,49.8666666666667,-113.05,975.4,null,null,1965-11-01,1966-02-28,1965-01-01,1966-12-01
2281,NOBLEFORD EXP ST,ALTA,49.8833333333333,-113.066666666667,983.3,null,null,1954-01-01,1963-03-31,1954-01-01,1963-12-01
44263,NOBLETON,ONT,43.9158533333333,-79.59946,278,null,null,2005-10-01,2007-05-18,2005-10-01,2006-12-01
6419,NOEL,NS,45.2833333333333,-63.7333333333333,45.7,null,null,1934-08-01,1960-07-31,1934-01-01,1960-12-01
6420,NOEL SHORE,NS,45.3166666666667,-63.65,40.8,null,null,1979-10-01,1980-11-30,1979-01-01,1980-12-01
6421,NOEL SHORE EXP ST,NS,45.3,-63.65,91.4,null,null,1956-01-01,1956-12-31,1956-01-01,1956-12-01
2975,NOKOMIS,SASK,51.5166666666667,-105,524.1,null,null,1922-06-01,2008-02-29,1922-01-01,2007-11-01
4032,NOLALU,ONT,48.15,-89.8833333333333,381,null,null,1973-11-01,1980-06-30,1973-01-01,1980-12-01
4032,NOLALU,ONT,48.15,-89.8833333333333,381,null,null,1973-11-01,1980-06-30,1973-01-01,1980-12-01
4033,NOLALU SSW22,ONT,48.1,-89.8833333333333,349.9,null,null,1979-05-01,1985-07-31,1979-01-01,1985-12-01
5618,NOMININGUE,QUE,46.4,-75.0833333333333,274,null,null,1913-08-01,2013-10-31,1913-01-01,2013-10-01
261,NOOTKA LIGHTSTATION,BC,49.6,-126.616666666667,15.8,1994-02-01,2001-12-13,1978-11-01,2013-12-13,1978-01-01,2007-02-01
534,NORA LEE NORTH,BC,53.9833333333333,-126.433333333333,792.5,null,null,1977-03-01,1979-09-30,1977-01-01,1979-12-01
5990,NORANDA,QUE,48.25,-79.0166666666667,286.5,null,null,1950-09-01,1971-09-30,1950-01-01,1971-12-01
5991,NORANDA LAKE DUFAULT,QUE,48.2833333333333,-79,292.9,null,null,1949-05-01,1951-09-30,1949-01-01,1951-12-01
622,NORCO COAL,BC,53.8166666666667,-121.916666666667,742.2,null,null,1977-10-01,1978-04-30,1977-01-01,1978-12-01
2422,NORDEGG,ALTA,52.4666666666667,-116.083333333333,1402.1,null,null,1915-08-01,1955-06-30,1915-01-01,1955-12-01
30543,NORDEGG CS,ALTA,52.4919694444444,-116.04,1332,2001-01-15,2013-12-30,2000-10-01,2013-12-30,2000-10-01,2007-11-01
2423,NORDEGG RS,ALTA,52.5,-116.05,1320.1,null,null,1958-07-01,2006-02-28,1958-01-01,2006-02-01
50717,NORMAN WELLS A,NWT,65.2813888888889,-126.798611111111,72.5,2012-10-09,2013-12-30,2012-10-12,2013-12-30,null,null
1680,NORMAN WELLS A,NWT,65.2825,-126.800277777778,72.5,1953-01-01,2012-10-11,1943-05-01,2012-10-26,1943-01-01,2012-10-01
43004,NORMAN WELLS CLIMATE,NWT,65.287525,-126.753356666667,93.6,2003-12-31,2013-12-30,2004-09-09,2013-12-30,2005-03-01,2007-11-01
1681,NORMAN WELLS SITE 1,NWT,65.2833333333333,-126.833333333333,57.9,null,null,null,null,1960-01-01,1960-12-01
1682,NORMAN WELLS SITE 2,NWT,65.2833333333333,-126.833333333333,63.4,null,null,null,null,1960-01-01,1960-12-01
1683,NORMAN WELLS SITE 3,NWT,65.2666666666667,-126.7,61,null,null,null,null,1960-01-01,1960-12-01
1684,NORMAN WELLS SITE 4,NWT,65.2666666666667,-126.7,61,null,null,null,null,1960-01-01,1960-12-01
10872,NORMANDIN,QUE,48.8416666666667,-72.5469444444444,137.2,1994-02-01,2013-12-30,1993-08-31,2013-12-30,null,null
5926,NORMANDIN CDA,QUE,48.85,-72.5333333333333,137.2,null,null,1936-07-01,1992-08-31,1936-01-01,1992-12-01
27550,NORQUAY,SASK,51.8666666666667,-102.066666666667,496,null,null,1997-12-01,2008-03-31,1997-12-01,2007-11-01
3511,NORQUAY,MAN,49.4833333333333,-98.75,457.2,null,null,1883-02-01,1913-09-30,1883-01-01,1913-12-01
4323,NORTH AUGUSTA,ONT,44.75,-75.7833333333333,117.3,null,null,1971-11-01,1972-04-30,1971-01-01,1972-12-01
4324,NORTH AUGUSTA MAHONEY,ONT,44.7333333333333,-75.7333333333333,121.9,null,null,1973-12-01,1980-05-31,1974-01-01,1980-12-01
44084,NORTH BATTLEFORD,SASK,52.7666666666667,-108.25,548,2005-08-03,2010-04-08,2005-07-01,2013-12-30,2005-07-01,2007-11-01
48609,NORTH BATTLEFORD,SASK,52.7691666666667,-108.243611111111,548.3,2010-04-06,2013-12-30,2010-04-08,2010-12-31,null,null
3244,NORTH BATTLEFORD A,SASK,52.7719455555556,-108.2555575,548.3,1953-01-01,2005-09-01,1942-03-01,2005-09-30,1942-01-01,2005-09-01
44344,NORTH BATTLEFORD RCS,SASK,52.7719455555556,-108.2555575,548,2005-10-27,2013-12-30,2005-11-23,2013-12-30,2006-06-01,2007-11-01
4200,NORTH BAY,ONT,46.3166666666667,-79.4666666666667,201.2,null,null,1887-12-01,1982-02-28,1887-01-01,1982-12-01
4201,NORTH BAY A,ONT,46.3636111111111,-79.4227777777778,370.3,1953-01-01,2013-01-17,1939-01-01,2013-01-16,1939-01-01,2012-08-01
50839,NORTH BAY A,ONT,46.3638888888889,-79.4241666666667,370.3,2013-01-15,2013-12-30,2013-01-17,2013-12-30,null,null
7647,NORTH BAY NIPISSING(AUT),ONT,46.3166666666667,-79.4833333333333,203.5,1994-02-01,1998-11-02,1994-12-30,1998-11-02,null,null
4202,NORTH BAY OWRC,ONT,46.3,-79.4666666666667,198.1,null,null,1960-11-01,1971-04-30,1960-01-01,1971-12-01
4579,NORTH BRUCE,ONT,44.3833333333333,-81.4166666666667,213.4,null,null,1888-05-01,1922-12-31,1888-01-01,1922-12-01
817,NORTH BURNABY UNION,BC,49.2833333333333,-122.95,121.9,null,null,1973-04-01,1980-01-31,1973-01-01,1980-12-01
10814,NORTH CAPE,PEI,47.0580555555556,-63.9986111111111,7.6,1994-02-01,2013-12-30,2002-10-18,2013-12-30,2005-11-01,2007-07-01
1942,NORTH COOKING LAKE,ALTA,53.4333333333333,-113.183333333333,740.7,null,null,1918-03-01,1930-07-31,1918-01-01,1930-12-01
76,NORTH COWICHAN,BC,48.8241666666667,-123.718333333333,45.7,null,null,1981-03-01,2013-12-23,1981-01-01,2007-02-01
46728,NORTH COWICHAN,BC,48.8241672222222,-123.718335555556,47.2,2007-11-27,2013-12-30,2007-11-27,2013-12-30,null,null
6681,NORTH EAST POND RIVER,NFLD,47.6333333333333,-52.8333333333333,91.4,null,null,1970-11-01,1975-08-31,1970-01-01,1975-12-01
4325,NORTH GOWER,ONT,45.1333333333333,-75.7166666666667,93,null,null,1902-12-01,1925-12-31,1902-01-01,1925-12-01
31028,NORTH GOWER,ONT,45.1,-75.7416666666667,103,null,null,2001-06-01,2005-07-31,2001-06-01,2005-07-01
6682,NORTH HARBOUR,NFLD,47.1333333333333,-53.6666666666667,11,null,null,1988-06-01,2007-11-02,1988-01-01,2006-02-01
5427,NORTH HATLEY,QUE,45.2833333333333,-71.95,243.8,null,null,1965-05-01,1982-03-31,1965-01-01,1982-12-01
3714,NORTH JULIUS,MAN,50.0666666666667,-96.1833333333333,290.2,null,null,1986-11-01,1992-09-30,1986-01-01,1992-12-01
6925,NORTH KINGSTON,NS,45.0166666666667,-64.9666666666667,70.1,null,null,1993-04-01,1997-08-31,1993-01-01,1997-08-01
4034,NORTH LAKE,ONT,48.1333333333333,-90.5666666666667,478.8,null,null,1921-05-01,1941-10-31,1921-01-01,1941-12-01
27592,NORTH MOUNTAIN CS,NS,46.8169444444444,-60.6722222222222,439.4,1998-12-17,2013-12-30,1998-03-01,2013-12-27,1998-03-01,2007-07-01
818,NORTH NICOMEN,BC,49.2,-122.033333333333,18,null,null,1897-01-01,1928-11-30,1897-01-01,1928-12-01
77,NORTH PENDER ISLAND,BC,48.7639,-123.286669444444,98,null,null,1972-02-01,2013-12-29,1972-01-01,2007-02-01
1428,NORTH PINE CDA EPF,BC,56.4333333333333,-120.783333333333,710.2,null,null,1953-03-01,1963-08-31,1953-01-01,1963-12-01
2760,NORTH STAR,ALTA,56.8333333333333,-117.566666666667,485,null,null,1973-05-01,1989-11-30,1973-01-01,1989-12-01
6424,NORTH SYDNEY,NS,46.2,-60.2666666666667,3,null,null,1973-08-01,1974-08-31,1973-01-01,1974-12-01
677,NORTH VANC LONSDALE PARK,BC,49.3333333333333,-123.066666666667,135.6,null,null,1969-12-01,1971-05-31,1969-01-01,1971-12-01
694,NORTH VANCOUVER BLUE RIDGE,BC,49.3166666666667,-123,71.9,null,null,1988-08-01,1989-09-30,1988-01-01,1989-12-01
821,NORTH VANCOUVER CITY,BC,49.3166666666667,-123.083333333333,88.4,null,null,1960-01-01,1961-12-31,1960-01-01,1961-12-01
695,NORTH VANCOUVER DOLLARTON,BC,49.3166666666667,-122.95,52,null,null,1988-09-01,1991-01-31,1988-01-01,1991-11-01
824,NORTH VANCOUVER HOLYROOD,BC,49.35,-123.083333333333,182.9,null,null,1960-02-01,1968-12-31,1960-01-01,1968-12-01
828,NORTH VANCOUVER NORGATE,BC,49.3166666666667,-123.116666666667,4.6,null,null,1960-01-01,1963-04-30,1960-01-01,1963-12-01
6788,NORTH WEST RIVER,NFLD,53.5333333333333,-60.15,61,null,null,1901-02-01,1973-05-31,1906-01-01,1973-12-01
6789,NORTH WEST RIVER,NFLD,53.5166666666667,-60.15,4.3,null,null,1984-10-01,1985-05-31,1984-01-01,1985-12-01
6423,NORTHEAST MARGAREE,NS,46.35,-61,31.1,null,null,1968-01-01,1987-09-30,1955-01-01,1987-12-01
6422,NORTHEAST MARGAREE,NS,46.3333333333333,-60.9666666666667,83.8,null,null,1955-08-01,1974-10-31,1955-01-01,1974-12-01
10661,NORTHEAST MARGAREE (AUT),NS,46.3683583333333,-60.9758555555556,54,1994-02-01,2013-12-30,null,null,null,null
26912,NORTHERN ONTARIO PORTABLE EMERG WEATHER STN,ONT,48.4333333333333,-89.2166666666667,0,2001-05-12,2013-10-16,null,null,null,null
2976,NORTHGATE,SASK,49,-102.266666666667,560.8,null,null,1973-05-01,1975-11-30,1973-01-01,1975-12-01
3315,NORTHSIDE,SASK,53.5333333333333,-105.766666666667,493.8,null,null,1952-08-01,1969-01-31,1952-01-01,1969-12-01
4986,NORVAL,ONT,43.65,-79.85,228.6,null,null,1969-09-01,1977-11-30,1969-01-01,1977-12-01
48951,NORWAY HOUSE,MAN,53.9583333333333,-97.8441666666667,223.7,2010-09-20,2013-12-30,2010-09-23,2013-12-30,null,null
3890,NORWAY HOUSE,MAN,53.9833333333333,-97.8333333333333,217,null,null,1884-10-01,1968-03-31,1896-01-01,1968-12-01
44083,NORWAY HOUSE,MAN,53.9666666666667,-97.85,223.7,2005-08-07,2010-09-23,2005-06-01,2010-09-23,2005-06-01,2007-11-01
3868,NORWAY HOUSE A,MAN,53.95,-97.85,223.7,1973-03-01,2005-09-01,1973-03-01,2005-09-30,1973-01-01,2005-09-01
3867,NORWAY HOUSE FORESTRY,MAN,54,-97.8,217,null,null,1970-11-01,2000-07-31,1970-01-01,2000-07-01
27613,NORWOOD,ONT,44.35,-78,207,null,null,1998-06-01,2002-04-30,1998-06-01,2002-04-01
5183,NORWOOD,ONT,44.3833333333333,-77.9666666666667,213.4,null,null,1875-10-01,1980-02-29,1875-01-01,1980-12-01
2761,NOSE MOUNTAIN LO,ALTA,54.55,-119.583333333333,1574.3,null,null,1949-05-01,2011-08-22,1949-01-01,2007-09-01
3891,NOTIGI,MAN,55.9,-99.3666666666667,262.1,null,null,1973-10-01,1975-11-30,1973-01-01,1975-12-01
2763,NOTIKEWIN EAST,ALTA,57.0166666666667,-117.566666666667,464.8,null,null,1962-09-01,1994-10-31,1962-01-01,1994-12-01
2762,NOTIKEWIN LO,ALTA,56.8666666666667,-118.583333333333,762,null,null,1957-05-01,2011-08-23,1957-01-01,2007-08-01
5247,NOTRE DAME DE LA MERCI,QUE,46.2333333333333,-74.05,365.8,null,null,1973-07-01,1994-05-31,1973-01-01,1994-12-01
5619,NOTRE DAME DE LA PAIX,QUE,45.8,-74.9833333333333,183,null,null,1979-06-01,2013-10-31,1979-01-01,2013-10-01
5927,NOTRE DAME DE LORETTE,QUE,49.0666666666667,-72.3166666666667,182.9,null,null,1977-05-01,1992-11-30,1977-01-01,1992-12-01
5428,NOTRE DAME DES BOIS,QUE,45.4,-71.0833333333333,502.9,null,null,1965-04-01,2013-10-31,1962-01-01,2013-10-01
5716,NOTRE DAME DES MONTS,QUE,47.6666666666667,-70.4166666666667,267,null,null,1968-10-01,1994-04-30,1969-01-01,1994-12-01
5821,NOTRE DAME DU LAC,QUE,47.6,-68.8,320,null,null,1963-01-01,2004-04-30,1963-01-01,2004-04-01
5620,NOTRE DAME DU LAUS,QUE,46.1166666666667,-75.6333333333333,213.4,null,null,1929-05-01,1991-05-31,1929-01-01,1991-11-01
5992,NOTRE DAME DU NORD,QUE,47.6166666666667,-79.45,214.9,null,null,1986-11-01,1988-02-29,1986-01-01,1987-12-01
5822,NOTRE DAME DU ROSAIRE,QUE,46.8333333333333,-70.4,373.4,null,null,1973-09-01,1991-07-31,1973-01-01,1991-11-01
4479,NOTTAWASAGA ISLAND,ONT,44.5333333333333,-80.25,179.8,null,null,1891-06-01,1903-11-30,1891-01-01,1903-12-01
1770,NOTTINGHAM ISLAND,NU,63.1166666666667,-77.9333333333333,16.5,1953-01-01,1970-07-31,1927-09-01,1970-07-31,1927-01-01,1970-12-01
6059,NOUVEAU COMPTOIR,QUE,53,-78.8166666666667,9.1,null,null,1964-08-01,1975-10-31,1964-01-01,1975-12-01
5823,NOUVELLE,QUE,48.1,-66.3,7,null,null,1969-07-01,2004-04-30,1969-01-01,2004-04-01
6790,NUTAK,NFLD,57.4666666666667,-61.8333333333333,1.5,null,null,1948-01-01,1953-02-28,1948-01-01,1953-12-01
1943,O CHIESE LO,ALTA,52.7833333333333,-115.333333333333,1112.5,null,null,1959-08-01,1975-09-30,1959-01-01,1975-12-01
6540,O'LEARY,PEI,46.7002777777778,-64.2616888888889,38.1,null,null,1957-01-01,2004-03-31,1957-01-01,2004-03-01
3459,OAK LAKE,MAN,49.7666666666667,-100.633333333333,431,null,null,1979-05-01,1995-01-31,1979-01-01,1995-01-01
3764,OAK POINT,MAN,50.5,-98.0166666666667,250.2,null,null,1973-05-01,1992-05-31,1973-01-01,1992-12-01
49868,OAK POINT,NB,45.5069444444444,-66.0986111111111,11,null,null,2011-12-08,2013-12-30,null,null
4987,OAK RIDGES,ONT,43.9666666666667,-79.4666666666667,321.6,null,null,1918-06-01,1979-12-31,1918-01-01,1979-12-01
